위도,경도,name,name:ko,highway,public_transport
35.0949036,126.2852641,광산1리(발산),광산1리(발산),bus_stop,platform
35.092251,126.2868538,천장2리(보천),천장2리(보천),bus_stop,platform
35.0903029,126.3311554,유월3리(물암),유월3리(물암),bus_stop,platform
35.0566783,126.301621,창매2리(매당),창매2리(매당),bus_stop,platform
35.066347,126.2985507,창매1리(창산),창매1리(창산),bus_stop,platform
35.0591125,126.2690884,양월1리(명양),양월1리(명양),bus_stop,platform
35.0609277,126.2725578,양월2리(신월),양월2리(신월),bus_stop,platform
35.0609905,126.2781151,양월2리(신월),양월2리(신월),bus_stop,platform
35.0718745,126.2914151,천장1리(장동),천장1리(장동),bus_stop,platform
35.0710879,126.2908548,천장1리(장동),천장1리(장동),bus_stop,platform
35.0769254,126.2984583,천장3리(백동),천장3리(백동),bus_stop,platform
35.0894062,126.317732,용학4리(기룡),용학4리(기룡),bus_stop,platform
35.0925245,126.3243474,유월6리(유투),유월6리(유투),bus_stop,platform
35.0940974,126.3270337,유월6리(유투),유월6리(유투),bus_stop,platform
35.0994613,126.322091,유월5리(월암),유월5리(월암),bus_stop,platform
35.1063295,126.3133328,용학2리(장성),용학2리(장성),bus_stop,platform
35.1429131,126.3359744,송석1리(송계),송석1리(송계),bus_stop,platform
35.1393983,126.3347491,송석2리(입석),송석2리(입석),bus_stop,platform
35.1343691,126.3335777,만풍3리(신풍),만풍3리(신풍),bus_stop,platform
35.1271185,126.3289005,만풍2리(진목),만풍2리(진목),bus_stop,platform
35.1225349,126.3266476,만풍5리(심양),만풍5리(심양),bus_stop,platform
35.1197871,126.3234075,만풍1리(신만),만풍1리(신만),bus_stop,platform
35.1163797,126.3188888,만풍1리(신만),만풍1리(신만),bus_stop,platform
35.1128169,126.3166246,유월4리(언창),유월4리(언창),bus_stop,platform
35.1283871,126.2835991,덕산1리(슬산),덕산1리(슬산),bus_stop,platform
35.1301378,126.2790478,덕산1리(슬산),덕산1리(슬산),bus_stop,platform
